daysSinceFirstPurch,shoppingCartValue,gender,voucher,returned,boughtAgain
34,55.32,female,0,1,1
38,81.19,male,1,0,1
27,77.02,male,0,0,0
68,62.78,female,1,1,0
12,85.02,male,1,1,1
61,77.49,female,0,0,1
29,134.66,male,1,0,0
60,205.82,male,0,0,1
57,63.28,male,0,0,1
64,209.96,female,0,0,0
18,62.8,male,0,1,0
64,45.55,female,0,0,0
46,104.27,female,0,0,1
16,75.19,female,0,0,0
31,65.97,female,0,0,0
12,48.25,male,0,0,1
85,224.38,male,0,1,1
45,140.35,female,1,1,0
23,121.68,male,1,0,1
33,43.4,male,0,0,1
32,55.66,male,1,0,0
61,227.14,female,0,1,0
27,79.05,female,0,0,1
14,89.12,female,0,0,0
24,102.37,female,0,1,0
31,61.48,female,1,0,0
52,38.36,female,1,0,1
21,46.46,female,0,1,1
10,41.17,female,0,0,1
20,52.16,male,1,0,0
64,44.18,male,0,1,1
27,64.88,female,0,0,1
56,32.3,female,0,0,0
21,96.85,female,0,0,0
33,34.54,female,0,0,0
13,42.08,female,1,0,0
24,133.65,male,0,0,1
88,283.12,male,0,0,1
52,55.88,female,0,0,1
43,54.13,female,0,0,0
51,93.25,female,1,0,0
43,37.29,male,0,0,0
40,94.85,female,0,0,1
18,46.69,female,1,0,0
46,55.65,female,0,0,1
31,69.8,female,0,1,0
11,60.89,female,0,0,1
25,55.81,female,1,0,1
39,125.4,male,0,0,1
26,108.58,male,0,0,1
27,311.97,female,0,1,1
39,139.02,male,1,1,1
40,132.73,male,0,1,1
53,66.55,female,0,1,1
46,187.62,female,0,1,1
8,74.75,female,1,0,0
20,48.54,female,1,0,1
32,49.59,male,0,0,1
35,123.66,female,0,1,0
29,151.35,female,1,1,1
43,51.53,female,0,0,0
55,68.76,female,0,0,0
54,59.78,female,1,0,0
15,46.78,female,1,0,0
63,249.78,female,0,1,1
16,61.86,female,1,0,0
12,125.26,female,0,0,1
39,107.11,female,0,0,1
15,72.4,female,0,0,0
37,71.8,female,0,1,1
27,104.39,female,0,0,1
36,51.44,female,0,0,1
32,69.58,female,0,1,0
28,54.66,female,1,0,1
7,71.13,female,0,0,1
29,125.02,female,0,0,1
37,195,male,0,1,1
49,52.15,female,0,1,0
12,85.94,male,0,0,1
28,33.3,male,0,0,1
18,64.82,female,0,0,0
20,47.71,female,0,0,0
23,62.97,female,0,0,1
12,57.48,male,0,0,0
9,66.96,female,1,0,0
64,103.17,female,0,1,0
23,136.54,female,0,1,1
34,66.19,female,0,0,1
21,61.37,female,0,0,1
32,38.03,female,0,0,1
38,52.07,female,1,0,0
53,43.88,female,1,0,1
43,34.38,female,1,1,0
31,39.32,female,0,0,1
40,241.37,male,0,0,1
15,51.92,female,1,0,0
31,110.2,male,0,0,1
33,40.19,female,0,0,0
39,68.59,male,1,1,0
36,32.57,male,0,0,1
22,35.03,female,1,1,1
34,98.48,female,0,1,1
64,57.88,female,0,0,0
20,35.74,male,1,0,0
22,46.22,male,0,0,0
39,76.28,female,1,0,1
66,32.31,female,0,0,1
55,60.48,female,0,0,1
34,110.6,male,0,0,1
23,60.38,female,0,0,0
48,79.49,male,1,0,1
20,58.38,female,0,0,1
18,43.95,female,0,0,1
51,42.95,male,1,0,1
38,67.5,male,1,0,1
64,88.36,female,1,0,0
25,56.67,female,0,0,0
47,56.19,male,0,0,1
37,50.02,male,0,1,1
29,24.37,female,1,0,1
39,79.33,female,0,0,0
37,188.73,female,0,0,1
41,70.22,male,0,0,1
27,49.83,female,0,0,1
11,57.78,male,0,0,1
32,31.56,female,0,0,1
9,39.56,female,0,0,1
30,58.81,male,1,0,0
56,128.12,female,0,1,1
6,32.2,female,0,0,0
17,40.75,female,1,0,0
42,115.8,female,0,0,0
48,60.18,female,1,1,0
