customerID,nOrders,nItems,daysSinceLastOrder,margin,returnRatio,shareOwnBrand,shareVoucher,shareSale,gender,age,marginPerOrder,marginPerItem,itemsPerOrder,futureMargin
1530,1,2,81,18.76,0.25,0,0,0,female,35,18.76,9.38,2,0
1532,4,10,112,26.08,0.06,0,1,0.25,female,57,6.52,2.61,2.5,16.2
1533,3,4,0,18.9,1,0,1,0,male,54,6.3,4.72,1.33,27.59
1534,22,59,1,61.96,0.05,0.84,0.31,0.02,female,34,2.82,1.05,2.68,65.71
1535,7,7,16,54.23,0.11,0.67,0,0.67,male,48,7.75,7.75,1,36.19
1536,2,2,194,17.11,1,0,0.5,0.5,female,48,8.55,8.55,1,13.74
1537,2,2,141,27.91,1,0.5,1,0.5,female,39,13.96,13.96,1,29.77
1538,4,6,99,34.03,1,0.2,0.2,0.4,male,57,8.51,5.67,1.5,31.41
1540,6,19,43,40.59,0.02,0.06,0.25,0.06,female,32,6.77,2.14,3.17,28.59
1541,2,2,166,20.52,1,0,0,0.5,male,34,10.26,10.26,1,17.52
1542,1,2,206,19.88,1,0,0,0,male,18,19.88,9.94,2,3.94
1543,3,4,1,25.84,1,0,0.33,0.33,female,27,8.61,6.46,1.33,30.27
1544,3,5,9,32.17,0.56,0,1,0,female,25,10.72,6.43,1.67,40.69
1545,4,5,12,21.6,0.06,0,0,0.75,female,31,5.4,4.32,1.25,25.28
1546,1,1,278,1.27,0,0,1,1,male,53,1.27,1.27,1,39.48
1548,8,8,50,21.62,0.02,0,0.86,0.29,female,24,2.7,2.7,1,34.24
1549,4,7,191,32.22,0.44,0,0.5,0.5,male,56,8.05,4.6,1.75,14.3
1550,2,2,350,24.36,0.25,1,1,0,male,23,12.18,12.18,1,49.67
1551,7,7,141,45.72,0.25,0.67,0,0.17,male,44,6.53,6.53,1,42.98
1553,12,20,8,53.17,0.42,0.59,0.12,0,male,48,4.43,2.66,1.67,47.52
1554,6,11,26,32.08,0.11,0,0,0,female,29,5.35,2.92,1.83,55.74
1555,14,16,6,52.45,0.05,0.69,0.46,0.15,female,32,3.75,3.28,1.14,56.11
1556,8,17,89,39.41,0.05,0,0.64,0.57,male,35,4.93,2.32,2.12,34.42
1558,8,20,49,37.49,0.09,0.53,0.24,0,male,46,4.69,1.87,2.5,60.65
1560,13,16,20,35.29,0.01,0,0.46,0.62,female,21,2.71,2.21,1.23,48.27
1561,1,2,172,26.95,1,1,0.5,0,female,44,26.95,13.47,2,26.49
1562,1,1,144,14.34,1,0,0,1,female,28,14.34,14.34,1,19.39
1563,3,4,93,23.25,0.44,0,0.67,0.33,male,19,7.75,5.81,1.33,50.43
1564,2,4,216,22.07,1,0,0,0.67,female,53,11.04,5.52,2,10.36
1565,2,5,43,43.09,1,1,0.25,0,male,27,21.55,8.62,2.5,2.75
1567,1,2,194,5.72,1,0,0,1,male,48,5.72,2.86,2,43.97
1568,9,13,5,43.8,0.13,0.09,0.45,0,female,25,4.87,3.37,1.44,44.1
1569,6,10,169,35.58,0.14,0.25,0.25,0,female,38,5.93,3.56,1.67,40.15
1571,34,52,65,48.91,0.01,0,0.53,0.33,female,49,1.44,0.94,1.53,37.24
1572,3,4,37,32.5,0.11,0.33,0.67,0,male,43,10.83,8.12,1.33,4.72
1573,1,1,214,12.28,1,0,1,0,male,38,12.28,12.28,1,24.93
1574,3,17,17,42.47,0.02,0.29,0.14,0.43,male,35,14.16,2.5,5.67,30.31
1576,21,36,17,70.89,0.03,0.73,0.07,0.4,male,25,3.38,1.97,1.71,61.53
1577,3,4,69,30.75,0.11,0.33,0.33,0.33,female,37,10.25,7.69,1.33,49.76
1578,3,10,98,39.14,0.02,1,0,0,female,35,13.05,3.91,3.33,40.45
1580,18,47,1,50.16,0.02,0,0.92,0.03,male,41,2.79,1.07,2.61,34.84
1581,1,2,25,31.79,0,1,0.5,0,female,18,31.79,15.89,2,26.82
1582,1,12,7,32.79,0,0.8,0.5,0,male,25,32.79,2.73,12,50.5
1583,12,13,49,41.66,0.83,0,0.73,0.09,male,61,3.47,3.2,1.08,35.31
1584,6,10,94,30.66,1,0,0.25,0.5,male,27,5.11,3.07,1.67,25.87
1585,3,8,163,39.64,0.08,0.71,0.86,0,male,26,13.21,4.96,2.67,46.07
1586,2,4,89,26.21,1,0,0.33,0,female,31,13.11,6.55,2,4.3
1587,7,7,100,27.61,0.44,0,0.33,0.5,male,36,3.94,3.94,1,45.29
1588,1,1,232,21.4,0,0,0,0,female,40,21.4,21.4,1,5.05
1589,6,7,183,45.3,0.11,0.5,0.83,0.17,female,26,7.55,6.47,1.17,55.4
1590,1,1,32,7.04,1,0,1,0,female,52,7.04,7.04,1,-2.9
1591,1,1,175,11.95,0,0,1,0,male,29,11.95,11.95,1,34.42
1592,10,22,36,47.46,0.11,0.56,0.39,0.22,female,34,4.75,2.16,2.2,44.83
1593,7,18,46,47.6,0.16,0.4,0.07,0.6,female,33,6.8,2.64,2.57,51.75
1594,1,4,337,14,0,0,1,0,female,44,14,3.5,4,21.25
1595,4,10,103,36.39,0.56,1,0.5,0,male,57,9.1,3.64,2.5,34.7
1596,1,2,353,23.49,0.25,0,1,0,male,55,23.49,11.74,2,39.32
1597,2,5,36,41.59,0.25,1,0.25,0.5,male,28,20.8,8.32,2.5,61.34
1598,1,2,130,13.75,1,0,1,0,male,21,13.75,6.88,2,11.75
1600,1,1,110,12.8,1,0,0,0,male,22,12.8,12.8,1,36.11
1601,4,5,310,29.47,0.25,0.75,1,0,male,66,7.37,5.89,1.25,0
1602,1,1,29,15.3,1,1,1,0,female,22,15.3,15.3,1,16.19
1603,4,5,16,27.03,1,0,1,0,female,18,6.76,5.41,1.25,24.74
1604,2,2,167,9.5,1,0,1,0,female,46,4.75,4.75,1,19.22
1606,12,17,11,43.53,0.13,0.43,0.36,0,male,39,3.63,2.56,1.42,59.73
1607,1,5,167,24.19,0.06,0,1,0,male,38,24.19,4.84,5,39.25
1608,4,13,196,45.52,0.13,0.09,0.82,0.18,female,38,11.38,3.5,3.25,27.89
1609,4,5,10,29.52,0.06,0.25,0.25,0.25,male,42,7.38,5.9,1.25,23.92
1610,7,7,11,41.4,0.03,0.17,0.33,0,female,37,5.91,5.91,1,22.46
1611,7,10,268,43.83,0.06,0,0.62,0,male,39,6.26,4.38,1.43,8.95
1612,14,19,9,42.66,0.06,0,0.69,0.19,male,47,3.05,2.25,1.36,30.76
1613,1,1,145,15.31,1,0,1,0,male,48,15.31,15.31,1,26.66
1614,6,11,48,32.91,0.6,0.22,0.22,0.22,female,35,5.48,2.99,1.83,51.64
1615,4,6,6,20.09,0.04,0,0.8,0,male,36,5.02,3.35,1.5,24.99
1616,1,2,282,33.74,1,1,0.5,0,male,67,33.74,16.87,2,20.31
1617,1,1,333,20.32,0,0,0,0,male,18,20.32,20.32,1,24.76
1618,40,59,0,58.14,0.02,0.37,0.63,0.1,male,49,1.45,0.99,1.48,28.33
1619,2,2,100,17.68,0.25,0,0,0,male,31,8.84,8.84,1,16.05
1622,3,18,15,28.19,0.04,0.67,0.87,0,male,37,9.4,1.57,6,54.4
1623,12,16,18,43.87,0.21,0,0.62,0.23,male,47,3.66,2.74,1.33,40.46
1624,13,40,2,51.97,0.53,0.24,0.15,0.27,female,48,4,1.3,3.08,53.23
1625,13,17,12,43.99,0.86,0.71,0.64,0.29,female,34,3.38,2.59,1.31,37.23
1626,8,11,77,54.18,0.11,0.44,0.56,0,female,54,6.77,4.93,1.38,42.45
1627,2,2,203,16.3,1,0.5,0.5,0,male,37,8.15,8.15,1,27.2
1628,2,6,52,26.43,1,0,0.2,0.8,female,68,13.21,4.41,3,20.63
1629,7,19,4,33.58,0.32,0.25,0.25,0,male,41,4.8,1.77,2.71,72.39
1630,2,2,173,31.33,0.25,1,0,0.5,female,18,15.66,15.66,1,42.24
1632,1,4,324,25.37,1,0,0,0,male,47,25.37,6.34,4,25.59
1633,7,11,253,26.87,0.6,0,0.33,0,female,50,3.84,2.44,1.57,47.93
1634,1,1,175,9.41,1,0,0,0,female,24,9.41,9.41,1,0.15
1635,9,17,2,48.56,0.08,0.93,0.21,0.21,male,41,5.4,2.86,1.89,51.72
1637,7,13,90,29.52,0.03,0,0.09,0.09,male,28,4.22,2.27,1.86,49.1
1639,12,16,22,56.87,1,0.38,0.08,0,male,19,4.74,3.55,1.33,33.87
1640,12,42,21,46.96,0.14,0.34,0.23,0,female,60,3.91,1.12,3.5,46.78
1641,3,4,91,23.68,0.44,0,0.33,0,female,25,7.89,5.92,1.33,27.7
1642,1,2,212,14.01,0,0,1,0,female,50,14.01,7,2,19.57
1643,7,12,66,40.29,0.16,1,0.1,0,male,55,5.76,3.36,1.71,46.77
1644,8,8,10,52.21,1,0.57,0,0.43,male,55,6.53,6.53,1,39.72
1645,9,12,34,45.45,0.09,0.9,0.2,0.5,female,47,5.05,3.79,1.33,34.87
1647,2,4,217,12.81,0,0,0.67,0.33,female,32,6.41,3.2,2,5.06
1648,1,1,204,20.92,0,0,1,0,female,27,20.92,20.92,1,19.19
1649,2,2,216,21.31,1,0,1,0,female,28,10.65,10.65,1,22.59
1651,3,6,151,24.73,1,0,0.6,0.4,male,43,8.24,4.12,2,14.3
1652,3,10,30,30.02,0.25,0.75,0.62,0,male,56,10.01,3,3.33,29.92
1653,1,1,277,10.32,0,0,0,1,male,18,10.32,10.32,1,5.73
1654,12,17,26,28.75,0.73,0.29,0.36,0.43,female,30,2.4,1.69,1.42,28.03
1656,4,6,51,29.86,0.36,0.2,0.2,0.6,female,32,7.46,4.98,1.5,13.13
1657,1,1,86,28.04,0,1,1,0,female,26,28.04,28.04,1,51.06
1658,13,30,52,60.31,0.01,0.52,0.08,0.24,male,25,4.64,2.01,2.31,43.6
1659,6,7,60,36.08,1,0,0.5,0.17,female,65,6.01,5.15,1.17,39.59
1660,3,4,320,14.37,0.11,0,0.67,0,female,32,4.79,3.59,1.33,23.4
1661,7,7,46,41.61,1,0.33,0.17,0.5,male,58,5.94,5.94,1,39.96
1662,1,1,11,14.92,1,0,1,0,female,60,14.92,14.92,1,36.07
1664,1,1,223,16.53,1,0,0,1,male,22,16.53,16.53,1,15.1
1665,7,22,29,40.18,0.37,0.11,0.33,0,male,49,5.74,1.83,3.14,37.2
1666,12,38,8,48.05,0.06,0.31,0.12,0.31,female,39,4,1.26,3.17,67.45
1667,3,6,6,35.1,0.64,0.6,0.4,0.2,male,21,11.7,5.85,2,21.27
1668,4,7,2,17.72,0.25,0.17,0,0.17,male,38,4.43,2.53,1.75,25.45
1669,2,4,103,8.8,0.11,0.33,0,1,male,26,4.4,2.2,2,17.63
1671,2,2,176,14.51,0.25,0,0.5,0,male,34,7.25,7.25,1,23.14
1672,1,6,119,21.65,1,0.2,0.4,0,female,42,21.65,3.61,6,30.1
1674,4,11,183,38.57,1,0,0.78,0.22,female,33,9.64,3.51,2.75,26.66
1675,1,1,208,11.24,1,0,0,1,female,33,11.24,11.24,1,13.64
1676,11,14,15,48.41,0.25,0.08,0.33,0.58,female,52,4.4,3.46,1.27,25.09
1677,11,16,24,39.99,0.02,0.38,0.08,0.38,male,44,3.64,2.5,1.45,30.15
1678,2,4,45,13.8,0.11,0,0,1,male,43,6.9,3.45,2,30.85
1679,1,2,163,19.91,1,0,0.5,0,female,40,19.91,9.96,2,29.73
1680,8,11,50,40.77,0.31,0.22,0.78,0,male,50,5.1,3.71,1.38,60.71
1681,6,6,39,30.26,0.64,0,0.4,0.6,male,29,5.04,5.04,1,23.85
1683,2,8,146,38.42,0.08,0.14,0.43,0,female,34,19.21,4.8,4,42.63
1684,8,10,3,45.25,0.25,0.25,0.38,0,male,50,5.66,4.53,1.25,41.82
1686,1,1,255,14.02,1,1,0,1,female,18,14.02,14.02,1,16.7
1688,9,28,59,49.29,0.15,0.26,0.22,0.65,female,45,5.48,1.76,3.11,51.93
1689,12,23,8,37.97,0.54,0.11,0.32,0.53,male,38,3.16,1.65,1.92,31.94
1691,7,8,133,30.01,0.51,0,0.71,0.43,female,46,4.29,3.75,1.14,27.08
1692,4,10,19,30.35,0.14,0,0.25,0.12,female,35,7.59,3.04,2.5,8.92
1693,7,10,95,36.96,0.14,0.25,0.88,0,male,63,5.28,3.7,1.43,37.07
1694,4,12,25,40.01,0.36,0.7,0.2,0.3,female,25,10,3.33,3,49.14
1695,4,6,36,26.58,0.64,0,0.2,0.6,male,44,6.64,4.43,1.5,30.32
1696,2,2,125,11.85,1,0,0,0,female,33,5.92,5.92,1,16.5
1697,7,7,82,17.75,0.25,0.17,0.67,0.5,female,48,2.54,2.54,1,4.9
1698,2,2,147,33.29,0.25,1,0.5,0.5,male,23,16.64,16.64,1,25.01
1699,1,2,118,17.52,1,0,0,0,female,47,17.52,8.76,2,33.76
1700,1,1,47,7.45,1,0,1,0,male,37,7.45,7.45,1,16.22
1702,9,10,145,36.21,0.14,0,0.88,0.38,female,31,4.02,3.62,1.11,46.23
1703,7,16,9,50.82,1,0.92,0.69,0,female,21,7.26,3.18,2.29,33.99
1704,3,5,106,48.02,0,0.25,0,0,male,39,16.01,9.6,1.67,39.72
1705,4,11,84,46.16,0.44,0.22,0.33,0.22,female,31,11.54,4.2,2.75,43.02
1706,3,11,49,41.65,0.6,0.78,0.78,0,female,20,13.88,3.79,3.67,34.07
1707,9,14,43,35.16,0.11,0.75,0.08,0.08,female,26,3.91,2.51,1.56,56.16
1708,6,7,66,26.24,0.44,0.17,0.33,0.17,female,23,4.37,3.75,1.17,47.21
1709,8,11,55,36.66,0.05,0.11,0.44,0.22,male,44,4.58,3.33,1.38,28.57
1710,16,31,31,45.45,0.18,0,0.62,0.23,male,48,2.84,1.47,1.94,43.23
1712,3,4,13,29.04,1,0.33,0.67,0,male,45,9.68,7.26,1.33,38.15
1714,1,1,145,4.54,1,0,1,0,male,50,4.54,4.54,1,26.87
1715,4,5,91,31.31,0.06,0,0.5,0.5,female,57,7.83,6.26,1.25,22.26
1716,3,7,159,27.71,0.03,0,1,0,female,31,9.24,3.96,2.33,38.3
1717,6,6,74,27.92,0.64,0,1,0,female,39,4.65,4.65,1,8.61
1718,1,1,345,5.49,0,1,1,0,female,34,5.49,5.49,1,43.12
1719,4,8,115,35.35,0.02,0,0,0,female,34,8.84,4.42,2,0
1720,12,14,12,49.42,0.84,1,0.08,0.42,female,23,4.12,3.53,1.17,32.94
1721,10,19,54,43.13,0.77,0,0.06,0,female,36,4.31,2.27,1.9,48.4
1722,10,17,20,57.25,0.33,0.71,0.36,0,female,18,5.72,3.37,1.7,17.88
1724,1,2,103,9.52,0,0,0,0,male,44,9.52,4.76,2,20.86
1725,4,5,183,17.15,0.25,0,0.75,0.5,male,27,4.29,3.43,1.25,15.57
1726,7,8,102,35.91,0.51,0.14,0.57,0.14,male,65,5.13,4.49,1.14,34.09
1727,7,8,134,26.87,0.18,0.43,0.43,0,female,20,3.84,3.36,1.14,18.84
1728,6,17,105,37.86,0.51,0,0.29,0,male,38,6.31,2.23,2.83,48.18
1730,11,12,0,45.39,0.16,0.3,0.4,0.5,male,42,4.13,3.78,1.09,30.77
1731,7,14,134,36.59,0.17,0.42,0.08,0,female,19,5.23,2.61,2,45
1733,21,31,5,41.39,0.01,0,0.58,0,female,33,1.97,1.34,1.48,42.96
1734,2,2,98,15.03,0.25,0,0.5,0.5,female,32,7.51,7.51,1,19.01
1735,10,23,1,44.9,0.8,0.21,0.47,0,female,46,4.49,1.95,2.3,54.79
1736,3,4,108,18.95,1,0.67,0,0.33,female,18,6.32,4.74,1.33,24.84
1737,1,5,198,22.64,0.06,0,0.75,0.25,female,38,22.64,4.53,5,24.56
1739,3,7,152,24.72,0.03,0,0.83,0.17,female,51,8.24,3.53,2.33,55.05
1740,6,8,72,41.53,0.33,0.86,0,0.14,female,26,6.92,5.19,1.33,48.87
1741,26,40,4,45.05,0.03,0,0.45,0.39,male,26,1.73,1.13,1.54,57.49
1742,29,50,22,55.06,0.51,0,0.24,0.24,male,60,1.9,1.1,1.72,25.62
1743,9,17,15,55.83,0.18,0.71,0.5,0,male,42,6.2,3.28,1.89,61.64
1744,12,14,0,37.88,1,0.08,0.25,0,female,41,3.16,2.71,1.17,18.74
1745,2,2,154,11.8,0.25,0,1,0,female,25,5.9,5.9,1,14.58
1746,1,1,261,12.33,1,0,0,1,female,54,12.33,12.33,1,34.22
1747,9,13,52,31.82,0.13,0.09,0.36,0.36,male,34,3.54,2.45,1.44,41.56
1748,3,8,83,31.58,0.51,0.71,0.43,0,male,66,10.53,3.95,2.67,38.63
1750,1,2,18,18.6,1,0,0.5,0,male,35,18.6,9.3,2,10.6
1751,3,7,12,41.09,0.44,0.83,0.33,0,female,45,13.7,5.87,2.33,37.72
1752,2,6,289,23.59,0.16,0,0.8,0,female,55,11.8,3.93,3,8.34
1753,12,24,39,46.45,0.04,0.8,0.25,0,male,33,3.87,1.94,2,51.39
1754,1,1,146,6.46,1,0,1,0,female,32,6.46,6.46,1,23.27
1755,3,7,4,25.79,0.03,0,0,0,male,45,8.6,3.68,2.33,55.83
1756,10,12,16,37.29,0.36,0.4,0.4,0.6,male,29,3.73,3.11,1.2,32.16
1757,1,1,194,-4.73,1,0,0,1,female,31,-4.73,-4.73,1,16.11
1758,11,16,13,42.03,0.21,0,0.62,0.38,male,38,3.82,2.63,1.45,28.96
1760,2,5,85,25.5,0.25,0,0.5,0,female,45,12.75,5.1,2.5,44.75
1761,8,8,27,49.04,0,1,0.43,0,male,46,6.13,6.13,1,50.7
1763,3,5,63,24.06,0.25,0,1,0,female,42,8.02,4.81,1.67,12.18
1764,6,8,41,27.36,0.08,0.29,0.43,0.71,male,36,4.56,3.42,1.33,39.03
1765,1,2,2,12.42,1,0,0,0,male,35,12.42,6.21,2,31.97
1766,2,2,179,21.16,0.25,0,1,0.5,male,42,10.58,10.58,1,12.3
1767,1,11,199,49.22,0.01,0,0.22,0,male,55,49.22,4.47,11,14.34
1768,1,1,29,13.39,0,0,1,0,male,61,13.39,13.39,1,35.12
1769,4,5,29,38.02,0.56,0.5,0.5,0,male,37,9.51,7.6,1.25,46.4
1770,4,5,56,26.26,0.56,0.75,0.5,0,female,18,6.57,5.25,1.25,22.92
1771,6,10,1,30.18,0.02,0.75,0,0.5,female,25,5.03,3.02,1.67,23.04
1772,1,4,29,31.08,1,0.67,0.67,0,female,52,31.08,7.77,4,31.31
1773,10,19,24,54.14,0,0.38,0.06,0.12,male,42,5.41,2.85,1.9,55.26
1774,2,2,161,13.18,1,0,1,0,female,63,6.59,6.59,1,32.4
1776,7,17,31,51.76,0.18,0.93,0.29,0.07,female,18,7.39,3.04,2.43,31.11
1777,3,5,251,26.43,0.56,0.5,0.25,0.75,male,31,8.81,5.29,1.67,11.78
1778,47,58,4,53.17,0.11,0.02,0.85,0.02,female,30,1.13,0.92,1.23,30.25
1779,13,24,0,43.51,0.2,0.3,0.4,0,female,66,3.35,1.81,1.85,51.04
1780,3,4,12,24.22,1,0,0.67,0.33,female,71,8.07,6.05,1.33,33.22
1781,3,6,18,27.12,0.16,0,0.4,0,female,36,9.04,4.52,2,35.33
1782,7,8,98,33.57,0.33,1,0.14,0.57,male,33,4.8,4.2,1.14,52.86
1783,1,2,290,13.96,0,0,0.5,0,male,47,13.96,6.98,2,10.71
1784,3,11,4,34.15,0.11,1,0.56,0,female,44,11.38,3.1,3.67,25.99
1785,3,7,87,31.95,0.25,0,0,0.33,male,32,10.65,4.56,2.33,24.6
1786,3,16,24,36.51,0.05,0.46,0.46,0.38,male,62,12.17,2.28,5.33,34.05
1787,1,1,26,13.6,1,0,0,0,male,29,13.6,13.6,1,29.96
1788,1,1,364,17.07,1,0,1,0,female,34,17.07,17.07,1,-0.43
1790,37,48,13,45.13,1,0,0.6,0.02,male,66,1.22,0.94,1.3,46.4
1791,3,4,101,12.64,0.44,0,0,1,female,44,4.21,3.16,1.33,28.25
1792,8,13,90,45.18,0.21,0.91,0.27,0.45,female,53,5.65,3.48,1.62,46.66
1793,2,4,156,24.36,0.11,0,0.67,0,female,48,12.18,6.09,2,9.84
1794,1,2,121,21.22,1,0,0,0,female,34,21.22,10.61,2,15.92
1796,1,1,114,1.42,0,0,1,0,male,31,1.42,1.42,1,27.59
1797,3,4,197,38.88,0,0.33,0,0,female,28,12.96,9.72,1.33,40.85
1798,3,7,115,13.92,0.11,0,0.83,0,male,50,4.64,1.99,2.33,33.31
1799,2,6,132,33.89,0,0,0,1,female,22,16.95,5.65,3,11.82
1800,2,2,60,16.1,1,0.5,0.5,0,female,28,8.05,8.05,1,55.38
1801,1,1,360,-4.29,1,0,0,0,female,37,-4.29,-4.29,1,22.95
1802,3,4,62,30.27,1,0.67,0.33,1,male,41,10.09,7.57,1.33,58.8
1803,4,6,162,22.73,0.64,0.4,0,1,female,38,5.68,3.79,1.5,15.69
1804,2,4,31,18.14,1,1,0.67,0,male,18,9.07,4.54,2,44.32
1805,3,8,90,29.79,0.18,0,0.14,0,male,48,9.93,3.72,2.67,28.47
1806,2,4,25,18.45,1,0,0.33,0,male,21,9.22,4.61,2,35.82
1807,1,1,251,13.36,1,0,0,1,female,21,13.36,13.36,1,11.76
1809,4,7,14,27.71,0.03,0.17,0.67,0.67,female,26,6.93,3.96,1.75,5.64
1810,8,11,19,41.51,0.6,0.89,0.22,0,female,32,5.19,3.77,1.38,47.57
1812,2,2,111,23.04,1,0,0,0,male,53,11.52,11.52,1,6.14
1814,6,16,61,57.68,0.02,0,0,0.23,male,19,9.61,3.6,2.67,41.7
1815,24,37,2,54.92,0.08,0,0.13,0.29,female,36,2.29,1.48,1.54,49.85
1816,3,4,137,25.87,0,0,1,0,female,54,8.62,6.47,1.33,13.38
1817,1,1,183,22.78,0,0,1,0,female,39,22.78,22.78,1,13.36
1818,1,1,281,13.27,1,0,0,0,male,38,13.27,13.27,1,35.21
1819,9,14,45,34.79,0.06,0.25,0.58,0.33,female,36,3.87,2.48,1.56,38.18
1820,3,7,197,19.9,0.03,0,0.17,1,female,19,6.63,2.84,2.33,21.6
1823,12,17,3,43.99,0.18,0.29,0.21,0,male,38,3.67,2.59,1.42,53.75
1824,2,7,153,22.31,0.11,0,0.33,0.67,female,29,11.15,3.19,3.5,27.08
1825,1,1,294,10.19,1,1,0,0,female,37,10.19,10.19,1,36.97
1826,2,4,261,40.9,0.44,1,0,1,male,21,20.45,10.22,2,24.31
1828,7,32,274,46.46,0,0.19,0.44,0.41,female,45,6.64,1.45,4.57,40.17
1829,4,7,149,20.47,1,0,0.17,0.33,female,32,5.12,2.92,1.75,49.9
1830,9,10,28,34.91,0.25,0.12,1,0.12,female,76,3.88,3.49,1.11,25.21
1831,1,1,17,15.93,1,0,1,0,male,38,15.93,15.93,1,24.99
1832,3,4,38,36.04,0.44,1,0,0,female,34,12.01,9.01,1.33,41.27
1834,2,2,261,38.17,0,1,0,1,female,45,19.09,19.09,1,32.1
1835,2,2,6,25.98,0.25,1,0,0,female,61,12.99,12.99,1,61.1
1836,2,7,293,24.7,0.11,0.17,0.33,0,male,40,12.35,3.53,3.5,38.59
1837,2,2,240,25.81,1,0,0,0,male,45,12.9,12.9,1,26.58
1838,1,1,157,9.77,1,0,1,0,female,18,9.77,9.77,1,22.59
1839,8,19,72,43.68,0.04,0.75,0.25,0.12,male,46,5.46,2.3,2.38,33.26
1842,2,4,47,32.96,0.44,0,0,0.67,female,36,16.48,8.24,2,43.41
1843,1,2,128,19.81,1,0,0,0,female,32,19.81,9.9,2,15.5
1844,10,18,0,47.61,0.16,0.8,0.4,0.2,male,36,4.76,2.64,1.8,52.7
1845,2,7,7,36.2,0.03,0,0.83,0,female,42,18.1,5.17,3.5,20.66
1846,2,10,2,31.82,0,0,0.12,0,male,29,15.91,3.18,5,38.1
1847,1,1,181,22.15,1,1,1,0,male,54,22.15,22.15,1,22.39
1848,3,4,286,19.48,0.44,0,1,0.33,female,49,6.49,4.87,1.33,12.51
1849,1,4,145,27.72,0,0,0.67,0.33,male,44,27.72,6.93,4,35.16
1850,6,13,10,26.07,0.03,0.27,0.64,0,male,22,4.34,2.01,2.17,9.45
1851,4,12,70,34.93,1,0,0.4,0,male,40,8.73,2.91,3,22.3
1852,9,10,89,39.95,0.14,0.25,1,0,male,56,4.44,4,1.11,32.69
1853,4,8,51,31.55,0.18,0,0.71,0.29,male,68,7.89,3.94,2,30.69
1854,4,12,174,38.08,0.04,0,0.4,0.1,female,47,9.52,3.17,3,37.34
1855,19,26,33,43.83,0.91,0.27,0.32,0,male,28,2.31,1.69,1.37,42.81
1856,6,10,17,42.35,0.25,0.75,0.25,0,female,47,7.06,4.24,1.67,26.94
1857,1,1,185,22.2,0,0,0,0,male,19,22.2,22.2,1,11.57
1859,4,5,82,25.79,0.06,0,0.75,0.25,female,49,6.45,5.16,1.25,23.36
1860,7,26,85,35.93,0.83,0.05,0.23,0,female,32,5.13,1.38,3.71,42
1861,10,26,131,46.92,0.02,0.23,0.27,0,female,41,4.69,1.8,2.6,48.4
1863,1,2,269,20.7,0,0,0,1,male,49,20.7,10.35,2,26.45
1864,3,4,91,40.41,0.11,0.67,0,0.33,female,19,13.47,10.1,1.33,26.01
1865,1,1,219,9.4,1,0,0,1,male,58,9.4,9.4,1,13.07
1866,2,2,125,24.42,0.25,1,0.5,0.5,male,32,12.21,12.21,1,26
1867,1,1,299,11.46,1,0,0,0,male,30,11.46,11.46,1,18.85
1868,9,16,48,40.57,0.48,0.77,0.15,0,male,55,4.51,2.54,1.78,48.98
1869,10,13,26,54.24,0.07,1,0.18,0,male,32,5.42,4.17,1.3,54.28
1870,3,4,60,32.75,1,0,0.67,0,female,53,10.92,8.19,1.33,31.72
1871,1,1,265,1.59,1,0,1,0,male,40,1.59,1.59,1,33.5
1872,2,2,200,23.28,1,0,0.5,0,female,31,11.64,11.64,1,34.02
1873,4,7,127,38.58,1,0.33,0.33,0,female,18,9.64,5.51,1.75,50.87
1874,3,4,52,48.13,0.11,0.33,0,0,female,18,16.04,12.03,1.33,39.77
1875,10,22,5,39.47,0.2,0.78,0,0,male,25,3.95,1.79,2.2,59.51
1876,2,2,49,14.19,0.25,0,0,0,male,27,7.09,7.09,1,10.29
1878,2,5,82,36.81,0.25,1,0,0,male,31,18.41,7.36,2.5,17.68
1880,2,4,48,35.78,1,0.67,0.33,0.33,male,27,17.89,8.95,2,50.5
1881,2,5,2,18.64,0.25,1,0.5,0,male,50,9.32,3.73,2.5,15.98
1882,6,10,178,35.39,0.56,0.25,0.12,0.12,male,32,5.9,3.54,1.67,37.48
1885,4,7,25,38.58,0.25,1,0.17,0,male,39,9.64,5.51,1.75,35.38
1887,6,6,74,27.32,0.64,0.2,0.4,0.4,female,39,4.55,4.55,1,39.63
1888,8,12,5,35.17,0.25,0.2,1,0,female,35,4.4,2.93,1.5,29.25
1889,2,4,69,39.05,1,0,0.33,0,female,34,19.52,9.76,2,5.45
1890,1,5,292,33.85,0.06,0,0,0,male,46,33.85,6.77,5,40.4
1891,7,7,25,40.4,0.44,0,0.5,0,female,32,5.77,5.77,1,19.8
1892,2,2,100,28.71,1,0,0,0,male,57,14.36,14.36,1,25.03
1893,3,5,32,31.43,0.25,0.5,0.75,0.5,female,54,10.48,6.29,1.67,36.11
1894,13,19,16,38.44,0,0,0,0.5,female,22,2.96,2.02,1.46,35.29
1895,2,6,130,26.4,0.04,0.8,0.6,1,female,30,13.2,4.4,3,44.07
1896,4,5,12,28.41,0.06,1,0.5,0.25,male,31,7.1,5.68,1.25,29.28
1897,11,16,0,42.32,0.15,0.15,0.08,0,female,29,3.85,2.64,1.45,45.98
1898,2,5,122,15.52,0.06,0,0,1,female,34,7.76,3.1,2.5,29.09
1899,2,6,126,25.11,0.36,0.6,0.8,0,female,53,12.55,4.18,3,22.7
